text_akhir,polarity_score,polarity
game refreshing kadang suka nge lag disconect mantap fitnag fitnahan,12,positive
jelek gini pas main suka disconnect suka pemberitahuan update pas diliat update terbaru gitu,6,positive
gamenya bagus kalo dimainin bosan tolong cheat hacker kondisikan main game udh victorydefeat aja,2,positive
game terbaikku tolong servernya dibenerin tolong ditingkatkan keamanannya cheater seru gamenya ok,8,positive
gamenya bagus banget tolong apas host tolong perbaiki hilangkan ceater digame game bertemu ceater pliss,7,positive
jelek bat crewmate mulu update tambahin fitur fitur gitu pls gk crewmate mulu impostor kill lumayan bagus kasih bintang lumayan nih game download liat ulasan,-3,negative
sumpah aplikasi seri bangetttttttttt banget bangetnya tp alangkah baiknya aplikasi mic biar capek ngetik seru banget si aplikasi klo download nyesalllll parah aplikasi ni seruuuuuuuuuuuuuuu bangettttttttttttttt,-18,negative
udah pokoknya game seruu pas impostor udah deg degan klo crewmate seru klo nge task pokoknya game seruu,1,positive
game bagus banget pas main kali udah ketagihan buset dah impostor crewmete bosen ama males kerjain tugas mulu impostor dosa ngeboong seru game tau game mabar pulsa habis main game onlien seru mabar temen pulsa habis hapus temen game dah sigini pendapatansaya,-25,negative
suka banget game kekurangan server asia orang asia orang amerika aja kekurangan selebih bagus tolong perbaiki server,-1,negative
ter nyata bagus banget mainnya mudah pencet sebelah kiri dsn tinggal pilih memecahkan misi,-9,negative
bagus bener game alagkah baiknya pembuat game diupdate aja misalbya mic player komunikasi biar tangan ngak pegelcapek ngetik mulu skin pet dll dibeli koincoin pakek pulsa hilagin cheatcit biar puas main main mulu bosen dah,-4,negative
game bug mohon diperbaiki kasih bintang bug udah diperbaiki kasih bintang,4,positive
nyesel gw udah update ehhh susah main udah bahasa inggris truss chattan sesuai yg kesenangan memfitnah teman tolong diperbaiki ok saran,-9,negative
gamenya seru banget updatetan map air ship kill impostornya kerenskin crewmate keren keren sekrang taks map air ship keren,-1,negative
game seru mohon perbaiki bug kadang kadang jalan ngak gerak tolong yah perbaiki,9,positive
game keren game ter favorit tolong hilang cheat terganggu ulasan kuterima kasih,8,positive
hii sya suka ama game tpidigame banget ngecheat ngerjain task keganggu terushabis tu kalo mabar pencet tombol meetingorang bikin room suka nyeskip sebel ketik keburu keskip,-2,negative
game bagus pas chat gk kayak udah gk seru main online jaringan bagus tolong perbaiki kalo udah kasih bintang,2,positive
yg mengalami room dapet pesan versi game yg mohon uninstal download semoga membantu,3,positive
terhibur game among us initapi update game terhibur lagiooh tolong game cheaternya bermain cheater aja chewmate langsung mati gara gara inposternya ngecheat karna tolong hilangkan cheaternya developer mohon maaf salah terimakasih membaca ulasan,10,positive
suka kalo main room nama tp tbtb lobby wifi kenceng tolong perbaiki kasih bintang,2,positive
suka game seneng banget tpi skrang game nambah aneh nama bsa diganti online tlong perbaiki bintang,11,positive
suka bngt game w yah cuman ngapain yh tuh beli pet harganya mati gue kek outfit gitu tlong yah harga turunin dikit,1,positive
kurangnya main bareng masukkan kode teliti salah gamenya bagus jelek,-14,negative
seru bangtttttt permainannya cuman kadang kadang ngelag gk ngelag cuman kadang kadang permainan gk seru eh pas download dam main bareng sma temen temen wahhhhh seru bangtttttttttt wajib download sehhhhhh relain memori hp penuh karna gk hapus among us sukaaaaaa,7,positive
lumayanlah gamenya seru jaringannya bermasalah jaringanku g sinyal bagus disconek tolong perbaiki kasih bintang ohya tambahin map biar seru terimakasih,3,positive
hai maap yak klo masuk dc mulu dah pake wife susah bet masuk klo cari map ny ilang ilangan map ny trus dc tolong perbaiki yah developer bagus game,-18,negative
knp game among us disuruh memperbaruitetapi apk play store tulisan pembaruanjadi gaseru krn udh masuk game tibatiba sendiritolong diperbaiki,-1,negative
bagus sebenernya pas buka among us bangett layarnya hitam dibilang lemot kasih bintang lemot sukaaa sekian terimakasih,-9,negative
tolong perhatikan bug citer yak kalo among us biar rame seru mic game yg,1,positive
bagus gamenya servernya diperbaiki sulit bergabung game koneksi server bermasalah,-6,negative
aplikasi bagus map map tersembunyi mohon tambahin pliis,-6,negative
game bagus coba doanload dehdi tunggu update nyaplis bikin among us aja sempurnain fitur fitur among us adain bikin among us mohon menambah topiskinatau pet gratis karna kasian udah beli mahal mahal skin gratis adain skin limited edisionevent gitu biar seru terima kasih lu bocil komentar cok pake kalo bilang bagus bagus,7,positive
gamenya bagus banget add friends biar seru grup klo aplikasi tambahin chat add friends aja,-1,negative
game seru banget game peringkatnya menurun game bagus kalo game enak banget impostor bunuh crewmate sabotage biar cepat menang,-2,negative
seru banget kalo mabar tolong kasih server indo suka gapaham bahasa asing trus jadiin impostor yg main kali sampe kali doang pingin mbunuh pingin sabotase,-2,negative
game among us seru banget game betrayel penuduhan suka kill orang kill orang felt sorry sedih seru task si animasi sedih kalo crewmate anak sedih banget maaf kebanyakan ngomong intinya game seru banget seru impostostor tahan ngomong impostostor yaudah tuduh bener ok bye,-11,negative
bagus banget instal langsung suka mengenal game wajib download deh kagak nyesel bikin emosi pas disconection gitu sabar semoga membantu terimakasih,9,positive
hai guys cuman mao kasih tau karna suka game kasih bintang tpi kalo main iklannya nunggu banget mabar ama temen pokaknya seru kalo hina parah tolang diperbaiki karna pas asyik tiba² disconect,1,positive
gamenya bagus sumpahtapi cuman permintaan seringin player tu impostor jgn crewmacth doang bosen jadinyaselain g yabagi yg downloaddownload bururan deh gamenya seru serius gw anjir,-13,negative
gamrnya seru bug kalo main mode hide seek itukan udah masuk vent kill kalo impostor kill keklik ngelag tolong gamenya playnya udah bagus bug tolong diperbaiki,-3,negative
kalo liat tolong bantu nyari player among us nicname ara cantik server asia ara pitik main bareng kenalan pliss tolong bantu,-3,negative
suka banget karakter lucubisa ganti topiwarna suka banget pokok sahabat game sukaaaa download sekaraangg uu,8,positive
developer tolong perbaiki emergency stack gk gerak pas report kaku gk pemberitahuan dead body,1,positive
please help developer good game server asia eror jaringan tolong perbaiki terimakasih,7,positive
gamenya bagus banget berhenti henti main map kadang dikit kadang rame gitu aja mantul gamenya merusak pertemanan hehehe merusak pertemanan cuman bercanda fitnah orang ngaku ajalah pasrah deh wkwkwkwkwk jalan ninja bermain game bohong wkwkwkw,-15,negative
game bagus bangetttsampe bagusnya paketan langsung hbsandaikan game ofline tp mabar sm temenaku kasik bintang dulukarena diatassuskes amongggaku jg g suka kalo yg bikin game orang nasraniiimereka game spy islam hancurraku tauuu,15,positive
suka game seru tolong perbaiki server asia ngelag jaringan bagus aj tolong perbaiki secepat biar yg server asia nyaman bermain,5,positive
developer item yg berbayar ganti item pake uang yg pake coin point kasian player miskin kaya gapernah tau skin game,-24,negative
main kakak ajarin main among us game bagus banget suka orang komen kayak gini game buriktapi boong hayuk papale papale aneh,-2,negative
gamenya kocak bagus efek negatifyaitu merusak pertemanan pro among us coba nonton channel youtube clash universe disana trik impostor crewmate,0,neutral
game seru banget gua bencinya enak enaknya main game berkali kaliapakah hpku servernya gimana kecewa bagus kk game seru banget,4,positive
gw bilang makasih game yg udah ngalihin perhatian gw jenuh tolong crewmate tambahn tantangan biar gk bosen aja gitu makasih among us,10,positive
gamenya simple game nih penuh iklan mohon iklan ngk ush dihilangin aj,5,positive
sebenernya suka game among us pas buka game force close pls developer fix bug update game nyaman memainkan terimakasih segitu thanks,15,positive
gamenya bagusmasalanya chiter suka rusak permainan terkadang kill perna berhenti vote vote pemain impostor kali kill aja langsung menang aja tahutolong perbaiki pls kalo chiter kasih bintang,5,positive
wahhh apk bagus banget andai bahasa indonesiakalau pakek baju gratismau pakek anak gratis tolong gitu biar yg download apk salam chelsi aulia,-1,negative
mantappp tambahin crewmate skill kayak detektif polisi scanner polisi basecamp kalo udah selesai misi,-8,negative
fitur teman bertemu orang jadikan teman private terjaga saran orang jadikan teman memilih didaftar list teman chat mengundang teman bermain room dijadikan teman bermutu terimakasih menyukai game tolong dengarkan ulasan,22,positive
kekurangan game permainan selesai iklan menggangu game kesalahan game tolong diperbaiki,-3,negative
game terlaris dunia aja kecewa karna pertemanan rusak jujur impostor komplen ok,8,positive
gamenya bagus ngebug menjelekjelekkan developernya susah tau bikin game tuh kalo bikin game emang dijelekjelekkan,-5,negative
pen nangis banget pdhl udh ngosongin memory tp ttp gabisa udh restartaku udh niat banget pen nyobaa trpaksa nge hapus aplikasikluar dri grup ngahpusin foto sm video,-7,negative
gamr bagus bug mrag marah upfate bug tim among us berusaha cepat bug suka marah marah perbaiki bug sabar tim among us berusaha sabar,-13,negative
tolong developer game among us menambah fitur anti cheat bermain pemain program ilegalcheat hapuskan bug didalam game stag gamesuddenly network error though stable,-2,negative
game ny seruu jjur yatapi gw pnya keluhan nihkan game onlinetruss kalo udah menang ato kalah tekan tombol exit contiunye malahh iklanvidio g jlas mna gda tmbol x hrus hpus truss buka apk ny dh kali gw kek gituutolong perbaiki min pdhl dah asik maennyaksel gw jjur wkwkwk,-2,negative
game bagus banget sinyal main disconet mulu telkomsel pas coba buka youtub pubg lancar lancar aja tolong perbaikin tolong developer tolong dibened yg ngechet player main aman tolong,15,positive
game gabungan game minecraft murder mystery werewolf persamaan murder mystery tau impostormurdernyaharus bunuh orang impostor werewolf pas mode disscus tuduh menuduh ngevote mencurigakan ketahuan impostor plus tolong tambahin anti cheat cheater seru mainnya cheater,-9,negative
game jelek karna mengetik kasi bintang kalo ketik kasih bintang map airship bagus hat makasih depolover among us tolong diperbaiki biar pakai bahasa indonesia makasih,-4,negative
assalamualaikum nama rara suka banget game tolong klo main loadingnya lamaaaaaaaaa banget tolong perbaiki perbaiki kasih bintang,12,positive
game bagus menarik cuman orang asia public ubah europe north america public daerah asia disuruh update among ustapi play store tulisan update game among us block daerah asia,-4,negative
baguss knp pas pencet find game gabisaaa kuota full sinyal g mohon perbaiki selebihnya bagusss bangett wajib donload,-3,negative
disconnect jd crewmate jrg banget pas jd impostor banget tb disconnect jarang jd impostor kwkwkwkw okay,9,positive
emang kasih b kasih b kukira updatenya bugbug gituu chat vers diganti kek gitu pake chat vers aja kasih bintang menurun,7,positive
gamenya bagus cmn bug yg gw kesali bug yg dmn klo gw main hide n seek pas gw jdi impostor gw klo kill org psti aj nyangkut dinding dn klo gbisa lg jd trpaksa leave game aj dn gw bru x jd impostor pas gw x ny jdi impostor gw lgsg ngebug mulu gw suka bgtt dn jg gw kn ngebunuh player tmpt yg luas banget airship cockpit trs lgsg teleport dinding disitu kesel banget smpe hrs trpaksa leave tlg developer ny prbaiki bug secepatny,6,positive
gamenya bagus knp kalok gua imposter susah pas udah imposter crawmat game mainnya cumak sebentar bqri kill dah viktori mohon dipermaiki bagus salah ok makasih,-6,negative
suka game tpi tolong tingkat keamanan game game moba rpg yg memakai apk among us versi mod cheater suka bertemu pengguna among us mod ban player yg menggunkan versi mod tingkat game menarik,18,positive
